,syn_id,tag_id,synapse_correct
0,80663,1,True
1,263394,1,True
2,375043,1,True
3,2110187,1,True
4,2460011,1,True
5,2505082,1,True
6,2944064,1,True
7,3026580,1,True
8,3057634,1,True
9,3127907,3,False
10,3149588,1,True
11,3499212,1,True
12,3497420,3,False
13,1763448,1,True
14,2357129,1,True
15,2929296,1,True
16,3071057,1,True
17,3227471,1,True
18,3279266,1,True
19,509603,3,False
20,1101533,1,True
21,1615935,1,True
22,2386974,3,False
23,2924814,1,True
24,2945741,1,True
25,3554366,1,True
26,3540481,1,True
27,3531185,1,True
28,290545,1,True
29,392410,3,False
30,1765403,1,True
31,1878456,1,True
32,2465182,1,True
33,3096258,1,True
34,3172448,1,True
35,3134531,1,True
36,2353694,1,True
37,2277131,1,True
38,1442244,1,True
39,1414230,1,True
40,3314468,1,True
41,2928436,1,True
42,2406889,1,True
43,2349364,1,True
44,512971,3,False
45,1383188,1,True
46,2372903,1,True
47,3046705,1,True
48,2231275,1,True
49,2235543,1,True
50,3365917,1,True
51,2408144,1,True
52,3120940,3,False
53,3110388,1,True
54,634478,3,False
55,593414,1,True
56,1863598,1,True
57,1816700,1,True
58,1308119,1,True
59,1268555,1,True
60,3338224,1,True
61,449003,3,False
62,481516,1,True
63,1064391,1,True
64,3224537,1,True
65,3298164,1,True
66,3290387,1,True
67,3261822,1,True
68,2557505,1,True
69,3189455,1,True
70,3339071,1,True
71,2436665,1,True
72,2964919,1,True
73,2918670,1,True
74,2901346,1,True
75,2849745,1,True
76,1700290,1,True
77,1883058,1,True
78,1879395,1,True
79,1827366,3,False
80,1786787,1,True
81,980960,3,False
82,79972,3,False
83,1101887,1,True
84,2189500,1,True
85,3466180,1,True
86,2971295,1,True
87,3411100,3,False
88,2920921,1,True
89,2900111,1,True
90,2005882,1,True
91,2214569,1,True
92,2155815,1,True
93,2183971,1,True
94,2167517,1,True
95,1256327,1,True
96,1243750,1,True
97,740166,3,False
98,695816,1,True
99,663115,1,True
100,466713,1,True
101,281430,1,True
102,176062,3,False
103,3097916,1,True
104,3006619,1,True
105,1909812,1,True
106,1921426,1,True
107,1640982,1,True
108,2203121,1,True
109,171016,3,False
110,992355,3,False
111,762079,1,True
112,1153439,1,True
113,741203,1,True
114,3225439,1,True
115,3338787,1,True
116,1323775,1,True
117,1317967,1,True
118,242229,1,True
119,852837,1,True
120,197247,1,True
121,525353,1,True
122,978365,1,True
123,1085949,1,True
124,1299905,1,True
125,1328904,1,True
126,1374418,1,True
127,1592221,1,True
128,1749527,1,True
129,1796872,1,True
130,1886245,1,True
131,1984268,1,True
132,1943583,1,True
133,2141616,1,True
134,2124978,1,True
135,3016350,1,True
136,3322822,1,True
137,2944344,1,True
138,2074161,1,True
139,1103569,1,True
140,1464680,1,True
141,2472005,3,False
142,2968235,1,True
143,3102610,3,False
144,3287802,1,True
145,3320338,1,True
146,598748,1,True
147,129707,1,True
148,1169340,3,False
149,1879578,1,True
150,1248169,1,True
151,731449,1,True
152,353841,1,True
153,79286,1,True
154,3054880,1,True
155,1985895,1,True
156,1347455,1,True
157,3305332,1,True
158,1456506,1,True
159,456085,1,True
160,811015,1,True
161,1089449,1,True
162,1153583,1,True
163,1420872,1,True
164,2010108,1,True
165,2010963,1,True
166,2841144,1,True
167,2943642,1,True
168,3407731,3,False
169,3253496,3,False
170,481231,3,False
171,31654,3,False
172,19928,1,True
173,368165,1,True
174,1221917,1,True
175,1717711,1,True
176,2099313,1,True
177,2595360,3,False
178,176461,3,False
179,710153,3,False
180,850001,3,False
181,1557998,1,True
182,1335103,1,True
183,1725061,1,True
184,1874617,1,True
185,1930032,1,True
186,2983762,1,True
187,3121575,1,True
188,1293273,1,True
189,1425914,1,True
190,1408501,1,True
191,1914150,1,True
192,1329399,1,True
193,2572383,1,True
194,1878099,1,True
195,1519337,1,True
196,233619,1,True
197,1125642,1,True
198,1532555,1,True
199,2015795,1,True
200,2463010,1,True
201,3136555,1,True
202,3258003,1,True
203,3366778,1,True
204,1568133,1,True
205,2965348,1,True
206,79352,1,True
207,44437,1,True
208,1367240,1,True
209,972938,1,True
210,2432948,3,False
211,2967308,1,True
212,1629864,1,True
213,1876911,1,True
214,1194942,1,True
215,108555,1,True
216,418567,1,True
217,1969377,1,True
218,2214487,1,True
219,2570449,1,True
220,3457761,1,True
221,3043156,1,True
222,2585560,1,True
223,3360748,1,True
224,3178463,1,True
225,165545,3,False
226,885950,1,True
227,1322138,1,True
228,3306140,1,True
229,3387461,1,True
230,3527216,1,True
231,2990822,1,True
232,3214356,1,True
233,173182,1,True
234,618235,1,True
235,826716,1,True
236,1663393,1,True
237,2361848,1,True
238,3299054,1,True
239,2378275,1,True
240,1361071,1,True
241,1662782,1,True
242,2968507,1,True
243,820442,1,True
244,112646,1,True
245,902167,1,True
246,2882904,1,True
247,2071749,1,True
248,681024,1,True
249,46877,1,True
250,805745,1,True
251,993250,1,True
252,1177260,1,True
253,2872765,1,True
254,2921253,1,True
255,3007663,1,True
256,3537150,1,True
257,3007561,1,True
258,3387330,3,False
259,3114868,1,True
260,1822591,1,True
261,1548600,1,True
262,767047,1,True
263,1249467,1,True
264,1453524,1,True
265,2993264,1,True
266,500893,1,True
267,472549,1,True
268,616573,1,True
269,1630869,1,True
270,2288238,1,True
271,3257222,1,True
272,3291381,1,True
273,3444557,3,False
274,3236670,1,True
275,1549942,1,True
276,226777,1,True
277,112658,3,False
278,216932,1,True
279,928559,3,False
280,883003,1,True
281,1303825,1,True
282,1989907,1,True
283,2146951,1,True
284,2193366,1,True
285,2240824,1,True
286,2943125,1,True
287,3096326,1,True
288,3320501,1,True
289,3400788,1,True
290,3425474,1,True
291,3510906,1,True
292,3291706,1,True
293,542051,1,True
294,382495,1,True
295,392483,1,True
296,3336550,1,True
297,3462561,1,True
298,3425924,1,True
299,3202109,1,True
300,2220774,1,True
301,2122504,1,True
302,1488975,1,True
303,154420,1,True
304,95963,1,True
305,400467,1,True
306,1906039,1,True
307,2067397,1,True
308,2615859,1,True
309,2438034,1,True
310,73476,1,True
311,3307220,1,True
312,1718996,1,True
313,253550,1,True
314,933108,1,True
315,1379702,1,True
316,1773403,1,True
317,2107905,1,True
318,2225056,1,True
319,2526705,1,True
320,2905075,1,True
321,2521249,1,True
322,2959321,1,True
323,2842568,1,True
324,1887857,1,True
325,99483,1,True
326,3235411,1,True
327,3160968,1,True
328,2385332,1,True
329,1006007,1,True
330,1613051,1,True
331,863114,3,False
332,2148053,1,True
333,751891,1,True
334,1412254,1,True
335,2284590,1,True
336,1631665,1,True
337,1098236,1,True
338,321476,1,True
339,497558,3,False
340,2326046,1,True
341,3112753,1,True
342,3083380,1,True
343,2861977,3,False
344,2187481,1,True
345,3007911,3,False
346,1958246,1,True
347,1907230,1,True
348,2305924,1,True
349,2436308,1,True
350,630973,1,True
351,8061,1,True
352,360424,1,True
353,499490,3,False
354,711687,1,True
355,947648,1,True
356,1010250,1,True
357,2001623,1,True
358,2929887,1,True
359,2951255,1,True
360,1045053,1,True
361,3546826,1,True
362,3234339,1,True
363,3115593,1,True
364,2493922,1,True
365,3288719,1,True
366,236222,3,False
367,2576605,1,True
368,966860,1,True
369,966503,1,True
370,917978,1,True
371,3011886,1,True
372,2352791,1,True
373,2104515,1,True
374,1978118,1,True
375,1667363,1,True
376,1624936,1,True
377,16372,1,True
378,381298,1,True
379,39672,1,True
380,506127,1,True
381,774572,1,True
382,1056528,1,True
383,1594318,1,True
384,3063685,1,True
385,3314390,1,True
386,3247468,1,True
387,2124432,1,True
388,2104974,1,True
389,3502290,1,True
390,2886979,1,True
391,2037626,3,False
392,1698183,1,True
393,1712214,1,True
394,1358269,1,True
395,1827090,1,True
396,1144868,1,True
397,974613,1,True
398,625464,1,True
399,61394,1,True
400,1229143,1,True
401,3198122,1,True
402,82886,3,False
403,2857777,1,True
404,3157880,1,True
405,2171731,1,True
406,1586418,1,True
407,1352290,1,True
408,1485812,1,True
409,1674394,1,True
410,588332,1,True
411,2490094,1,True
412,845588,1,True
413,3048063,1,True
414,3355873,1,True
415,3376000,1,True
416,3527947,1,True
417,2087601,1,True
418,727670,1,True
419,248776,1,True
420,466683,1,True
421,1380057,1,True
422,2268008,1,True
423,3136920,1,True
424,3339034,1,True
425,2990445,1,True
426,1584404,1,True
427,3318710,1,True
428,3306058,1,True
429,3200407,1,True
430,2988681,3,False
431,2075473,1,True
432,1927168,1,True
433,1761961,1,True
434,983066,3,False
435,302702,1,True
436,3000110,1,True
437,1657257,1,True
438,563543,3,False
439,776440,1,True
440,2193149,1,True
441,3360422,1,True
442,616648,1,True
443,2335654,1,True
444,2463600,1,True
445,675299,1,True
446,2002111,1,True
447,3176960,1,True
448,1351459,1,True
449,1040272,1,True
450,2960046,1,True
451,772662,1,True
452,2496727,1,True
453,164561,1,True
454,1012097,1,True
455,46945,3,False
456,1258602,1,True
457,1834605,1,True
458,785816,1,True
459,1834049,1,True
460,1696504,1,True
461,1625174,1,True
462,1795735,1,True
463,1933942,1,True
464,1192281,1,True
465,1586052,1,True
466,2366818,1,True
467,2372806,1,True
468,2846480,1,True
469,3230529,1,True
470,3253848,1,True
471,4282,1,True
472,791171,1,True
473,2089951,1,True
474,2187149,1,True
475,3204217,1,True
476,3243158,1,True
477,3296552,1,True
478,1779641,1,True
479,551530,1,True
480,1360350,1,True
481,645407,1,True
482,87725,1,True
483,525116,1,True
484,509038,1,True
485,2054270,1,True
486,74540,1,True
487,659603,1,True
488,1867035,1,True
489,2805960,1,True
490,3093678,1,True
491,2955974,1,True
492,2426927,1,True
493,170106,1,True
494,830849,1,True
495,834483,1,True
496,2226336,1,True
497,3079840,1,True
498,3133242,1,True
499,3258944,1,True
500,3340890,1,True
501,2314504,1,True
502,1730561,1,True
503,823620,1,True
504,3377927,1,True
505,1514636,1,True
506,1764152,1,True
507,374778,1,True
508,42256,1,True
509,160094,1,True
510,1518783,1,True
511,1828081,1,True
512,3528675,1,True
513,222624,1,True
514,1117411,1,True
515,529525,1,True
516,3269985,1,True
517,3088387,1,True
518,16293,1,True
519,1113557,1,True
520,1070952,1,True
521,2393788,1,True
522,1619172,1,True
523,1805504,1,True
524,2307948,1,True
525,3033271,1,True
526,3033392,1,True
527,2462791,1,True
528,3202272,1,True
529,3352989,1,True
530,3482110,1,True
531,1265475,1,True
532,3093323,1,True
533,3033348,1,True
534,777583,1,True
535,3339288,1,True
536,2112438,1,True
537,3034194,1,True
538,103299,3,False
539,667279,1,True
540,2925127,3,False
541,2033310,1,True
542,1390654,1,True
543,2318385,1,True
544,3387666,3,False
545,3036846,1,True
546,3094374,1,True
547,3150004,1,True
548,3237023,1,True
549,2790149,1,True
550,485328,1,True
551,3522398,3,False
552,569782,1,True
553,1287063,1,True
554,1597932,1,True
555,3460350,1,True
556,128879,1,True
557,2751471,1,True
558,1716691,1,True
559,3171945,1,True
560,2020150,1,True
561,1328920,1,True
562,939010,1,True
563,943186,1,True
564,3280256,1,True
565,1708210,1,True
566,1163006,1,True
567,1494851,1,True
568,1678882,1,True
569,1943386,1,True
570,61637,1,True
571,3353992,1,True
572,1181772,3,False
573,1247064,1,True
574,1472486,1,True
575,1648579,1,True
576,2350554,1,True
577,2366302,1,True
578,2842845,1,True
579,2880608,1,True
580,2880809,1,True
581,3016859,1,True
582,3090229,1,True
583,3297794,1,True
584,3358540,1,True
585,3362996,1,True
586,2979724,1,True
587,176566,1,True
588,1741549,1,True
589,2137574,1,True
590,1049050,1,True
591,3294985,1,True
592,1988925,1,True
593,2341167,1,True
594,3511520,1,True
595,3244642,3,False
596,522683,1,True
597,720961,1,True
598,1253108,1,True
599,1394895,1,True
600,1774411,1,True
601,1963163,1,True
602,361854,1,True
603,1103993,1,True
604,587628,1,True
605,793211,1,True
606,546982,1,True
607,547127,1,True
608,1411648,1,True
609,3501247,1,True
610,2234736,1,True
611,3238345,1,True
612,3270229,1,True
613,3344299,1,True
614,3284058,3,False
615,1476186,1,True
616,2192048,1,True
617,359859,3,False
618,481782,1,True
619,914994,1,True
620,918471,1,True
621,1641324,1,True
622,1248055,1,True
623,1374638,1,True
624,2438690,1,True
625,30477,1,True
626,817590,1,True
627,1071317,1,True
628,1214003,1,True
629,1764311,1,True
630,3184800,1,True
631,2888799,1,True
632,3105793,1,True
633,3409945,1,True
634,2958701,1,True
635,3277107,1,True
636,3277794,1,True
637,3409022,1,True
638,3304546,1,True
639,1075837,1,True
640,2986480,1,True
641,2986581,1,True
642,2866621,1,True
643,861414,1,True
644,1990471,1,True
645,287150,1,True
646,1397794,1,True
647,1246618,1,True
648,1870113,1,True
649,1509044,1,True
650,1028566,1,True
651,1212762,1,True
652,2953728,1,True
653,2968249,1,True
654,1254858,1,True
655,3284852,1,True
656,3169095,1,True
657,2290857,1,True
658,1953785,1,True
659,1901763,1,True
660,2145816,1,True
661,1824323,1,True
662,1826076,1,True
663,1182769,1,True
664,1503270,1,True
665,33048,1,True
666,1327017,1,True
667,2006737,1,True
668,2814027,1,True
669,3164293,1,True
670,3382484,1,True
671,1771786,1,True
672,2221394,1,True
673,124629,1,True
674,214305,1,True
675,1844983,1,True
676,1958542,1,True
677,3501629,1,True
678,1728428,1,True
679,2232460,1,True
680,2841295,1,True
681,2859624,1,True
682,505716,1,True
683,2047834,1,True
684,2107392,3,False
685,2075695,1,True
686,382227,1,True
687,261157,3,False
688,3364603,1,True
689,221001,1,True
690,580152,1,True
691,743693,1,True
692,1350201,1,True
693,2210689,1,True
694,2398113,1,True
695,2899469,1,True
696,3103558,1,True
697,3543902,1,True
698,1473834,1,True
699,1957699,1,True
700,515358,1,True
701,657835,1,True
702,1060483,1,True
703,1756939,1,True
704,715286,1,True
705,1102157,1,True
706,495052,3,False
707,2074374,1,True
708,1955218,1,True
709,1973797,1,True
710,1861314,1,True
711,2105028,1,True
712,2180717,1,True
713,2221151,1,True
714,2499275,1,True
715,3238432,1,True
716,3305618,1,True
717,2210935,1,True
718,2254163,1,True
719,2285697,1,True
720,2892113,1,True
721,2912777,1,True
722,3287730,1,True
723,3302270,1,True
724,3331659,1,True
725,82618,3,False
726,1667823,1,True
727,3001950,1,True
728,3218001,1,True
729,3073442,1,True
730,3160293,1,True
731,2944644,1,True
732,981385,1,True
733,2133541,1,True
734,1735482,3,False
735,1688972,1,True
736,726559,3,False
737,742996,3,False
738,622373,3,False
739,327560,1,True
740,3331805,1,True
741,3216739,1,True
742,1159201,1,True
743,2184985,1,True
744,2359156,1,True
745,2426362,1,True
746,3072781,1,True
747,3316263,1,True
748,1865572,1,True
749,945569,1,True
750,1335422,1,True
751,241187,1,True
752,808309,1,True
753,818107,1,True
754,1202825,1,True
755,1737799,1,True
756,1770419,1,True
757,1882821,1,True
758,2017881,1,True
759,3032425,1,True
760,385426,1,True
761,1228005,1,True
762,1742363,1,True
763,1935066,1,True
764,631394,1,True
765,1626462,1,True
766,1858927,3,False
767,2931700,3,False
768,3222246,1,True
769,3068717,1,True
770,2305297,1,True
771,3169924,1,True
772,3222390,1,True
773,3124432,1,True
774,441755,1,True
775,1042147,3,False
776,1581168,1,True
777,1951299,1,True
778,2054964,1,True
779,2457317,1,True
780,2480427,1,True
781,2480886,1,True
782,2490820,1,True
783,2903102,3,False
784,2938011,1,True
785,2953407,1,True
786,2982115,1,True
787,2984040,1,True
788,3112797,1,True
789,3173924,1,True
790,3053246,1,True
791,347589,1,True
792,1527579,1,True
793,1863203,1,True
794,356972,1,True
795,300328,1,True
796,1769432,1,True
797,1821555,1,True
798,2445648,1,True
799,2930335,1,True
800,3418264,1,True
801,1948662,1,True
802,2130164,1,True
803,2207828,1,True
804,525313,1,True
805,626705,1,True
806,2084879,1,True
807,3466983,3,False
808,3543958,1,True
809,3357600,1,True
810,2309213,1,True
811,1731833,1,True
812,1013674,1,True
813,220715,1,True
814,1185474,1,True
815,1552807,1,True
816,1960528,1,True
817,2061864,1,True
818,2073325,1,True
819,2062842,1,True
820,2408835,1,True
821,422170,1,True
822,2331901,1,True
823,2476751,1,True
824,1090426,1,True
825,1136194,1,True
826,1136616,1,True
827,2122597,1,True
828,2458688,1,True
829,3045230,1,True
830,3316423,1,True
831,3355406,1,True
832,3371819,1,True
833,3006418,1,True
834,1880967,1,True
835,2256057,1,True
836,2109106,1,True
837,1486539,1,True
838,2130424,1,True
839,2265902,1,True
840,1837825,1,True
841,1981470,1,True
842,2201449,1,True
843,2202211,1,True
844,958462,1,True
845,1575080,1,True
846,776163,1,True
847,486039,1,True
848,485771,1,True
849,2312653,1,True
850,566582,1,True
851,1068381,1,True
852,821908,1,True
853,244561,1,True
854,78623,1,True
855,2289354,1,True
856,2717705,1,True
857,2769182,1,True
858,2873072,1,True
859,2881456,1,True
860,2886988,1,True
861,2972123,1,True
862,3393411,1,True
863,2714585,1,True
864,216062,1,True
865,48355,1,True
866,572502,1,True
867,3075193,1,True
868,3060774,1,True
869,1581691,1,True
870,1363732,1,True
871,1557541,1,True
872,2832227,1,True
873,3227597,1,True
874,2595902,1,True
875,3433137,1,True
876,3272446,1,True
877,253572,1,True
878,468993,1,True
879,2483993,1,True
880,2137584,1,True
881,2910512,1,True
882,2911104,1,True
883,2859166,3,False
884,1809560,1,True
885,2655793,1,True
886,1873896,1,True
887,1796782,3,False
888,3068394,1,True
889,3196496,1,True
890,595616,1,True
891,957131,3,False
892,9293,1,True
893,728099,1,True
894,145563,1,True
895,772297,1,True
896,359714,3,False
897,377238,1,True
898,2036947,1,True
899,1728422,1,True
900,583734,1,True
901,586011,1,True
902,1107275,1,True
903,2085470,1,True
904,2147051,1,True
905,1858149,1,True
906,2399469,1,True
907,3495110,1,True
908,3159484,1,True
909,3177102,1,True
910,562564,1,True
911,2278299,1,True
912,1086106,1,True
913,153440,1,True
914,1732549,1,True
915,1548140,1,True
916,952828,1,True
917,970210,1,True
918,2577350,1,True
919,3012157,1,True
920,3474901,1,True
921,907780,1,True
922,3239512,1,True
923,1091470,1,True
924,2419869,1,True
925,1981786,1,True
926,837982,1,True
927,2848079,1,True
928,1947084,1,True
929,2174943,1,True
930,3051087,1,True
931,239400,1,True
932,371356,1,True
933,521992,1,True
934,914105,1,True
935,2916576,1,True
936,2978801,1,True
937,3147876,1,True
938,3315274,1,True
939,3311264,1,True
940,3363030,1,True
941,3431575,1,True
942,2842001,1,True
943,1290472,1,True
944,490161,1,True
945,3431745,1,True
946,274557,1,True
947,181169,1,True
948,463057,1,True
949,1516027,1,True
950,2194206,1,True
951,1870907,1,True
952,2946565,1,True
953,2971787,1,True
954,291669,1,True
955,1458535,1,True
956,1715280,1,True
957,1951783,1,True
958,2038014,1,True
959,2803060,1,True
960,2187461,1,True
961,383679,1,True
962,808800,1,True
963,1930160,1,True
964,256137,1,True
965,1862395,1,True
966,737994,1,True
967,2207865,1,True
968,2215744,1,True
969,3461269,1,True
970,2984470,1,True
971,1915008,1,True
972,3039327,1,True
973,2572971,1,True
974,1462680,1,True
975,6695,1,True
976,1111857,1,True
977,2302616,1,True
978,822949,1,True
979,845765,1,True
980,969680,1,True
981,946531,1,True
982,1272797,1,True
983,1544875,1,True
984,1604175,1,True
985,1728746,1,True
986,1932114,1,True
987,1996527,1,True
988,2153366,1,True
989,2175534,1,True
990,2638086,1,True
991,2876432,1,True
992,2892971,1,True
993,2916320,1,True
994,2989540,1,True
995,3080451,3,False
996,3118421,1,True
997,3180030,1,True
998,3176455,1,True
999,3246975,1,True
1000,3286877,1,True
1001,3079025,1,True
1002,3223835,1,True
1003,2952087,1,True
1004,1315002,1,True
1005,1668307,1,True
1006,410981,1,True
1007,429336,1,True
1008,2194527,1,True
1009,1954151,1,True
1010,1519494,1,True
1011,1986166,1,True
1012,3209925,1,True
1013,1370791,1,True
1014,2357510,1,True
1015,2895550,1,True
1016,754567,1,True
1017,3038196,1,True
1018,3392911,3,False
1019,2130979,1,True
1020,3185784,1,True
1021,3044819,1,True
1022,2901981,1,True
1023,3062082,1,True
1024,555398,1,True
1025,1829171,1,True
1026,1409492,1,True
1027,1202467,1,True
1028,1706927,1,True
1029,2494202,1,True
1030,2165206,1,True
1031,2957963,1,True
1032,2887361,1,True
1033,2913836,3,False
1034,2474425,1,True
1035,2171727,1,True
1036,2211764,1,True
1037,1186827,1,True
1038,108848,1,True
1039,439130,1,True
1040,743051,1,True
1041,440577,3,False
1042,1321966,1,True
1043,1357759,1,True
1044,1197787,1,True
1045,1639382,1,True
1046,1688995,1,True
1047,1820725,1,True
1048,1794138,1,True
1049,2135585,1,True
1050,2884140,1,True
1051,2870511,1,True
1052,2927355,1,True
1053,3202344,1,True
1054,3340199,1,True
1055,806775,1,True
1056,374806,1,True
1057,995044,1,True
1058,1129861,1,True
1059,2394382,1,True
1060,2989851,3,False
1061,2054111,1,True
1062,3311628,1,True
1063,3224540,1,True
1064,3272935,1,True
