,pt_root_id,nucleus_segid,cell_type,centroid_x,centroid_y,centroid_z,cell_subtype,analyzed,soma_x_nm,soma_y_nm,soma_z_nm
0,648518346349538237,7669.0,e,41760,60256,1702,pyramidal,1,167040,241024,68080
1,648518346349536816,1318.0,e,98128,39856,218,pyramidal,1,392512,159424,8720
2,648518346349539797,5441.0,e,51248,50608,86,pyramidal,1,204992,202432,3440
3,648518346349536744,4823.0,e,115392,47136,617,pyramidal,0,461568,188544,24680
4,648518346349536851,11847.0,e,104928,72496,1448,pyramidal,1,419712,289984,57920
5,648518346349522862,123.0,e,58128,35616,2059,pyramidal,1,232512,142464,82360
6,648518346349529341,6300.0,e,45856,56128,1002,pyramidal,0,183424,224512,40080
7,648518346349530521,13846.0,e,50128,75072,1916,pyramidal,0,200512,300288,76640
8,648518346341382533,13905.0,e,62128,75168,2128,pyramidal,0,248512,300672,85120
9,648518346349492130,375.0,e,72944,35952,2038,pyramidal,1,291776,143808,81520
10,648518346349531834,10151.0,e,73744,68480,1228,pyramidal,1,294976,273920,49120
11,648518346349537400,5826.0,e,47648,50768,1370,pyramidal,0,190592,203072,54800
12,648518346349528749,9295.0,e,41840,66928,111,pyramidal,0,167360,267712,4440
13,648518346349532050,9161.0,e,118240,64352,2044,pyramidal,1,472960,257408,81760
14,648518346349538475,9662.0,e,55184,68480,664,pyramidal,1,220736,273920,26560
15,648518346349538733,10124.0,e,48864,66896,2058,pyramidal,1,195456,267584,82320
16,648518346349530766,10978.0,e,47248,72016,820,pyramidal,0,188992,288064,32800
17,648518346349537071,4887.0,e,47840,46080,1999,pyramidal,1,191360,184320,79960
18,648518346349528913,8450.0,e,46096,64320,500,pyramidal,0,184384,257280,20000
19,648518346349535286,13776.0,e,48048,74192,1520,pyramidal,1,192192,296768,60800
20,648518346349523129,15592.0,e,110640,78688,1695,pyramidal,1,442560,314752,67800
21,648518346349533252,11765.0,e,43968,72624,1439,pyramidal,1,175872,290496,57560
22,648518346349524933,9035.0,e,50128,64192,1379,pyramidal,1,200512,256768,55160
23,648518346349539891,5720.0,e,111520,51344,946,pyramidal,1,446080,205376,37840
24,648518346349538001,12849.0,e,72752,75248,738,pyramidal,1,291008,300992,29520
25,648518346349539414,7553.0,e,103552,58464,1209,pyramidal,1,414208,233856,48360
26,648518346349525861,3061.0,e,102256,37648,1981,pyramidal,0,409024,150592,79240
27,648518346349492197,1911.0,e,67920,39584,2148,pyramidal,1,271680,158336,85920
28,648518346349536478,9574.0,e,46672,66368,346,pyramidal,1,186688,265472,13840
29,648518346349511899,10200.0,e,112112,67040,2170,pyramidal,0,448448,268160,86800
30,648518346349539895,6090.0,e,77456,49968,1443,pyramidal,1,309824,199872,57720
31,648518346349539462,4764.0,e,60496,47376,949,pyramidal,1,241984,189504,37960
32,648518346349537916,11052.0,e,78848,71728,7,pyramidal,0,315392,286912,280
33,648518346349528248,9667.0,e,58944,65504,2,pyramidal,0,235776,262016,80
34,648518346349538251,11828.0,e,83552,72496,1215,pyramidal,1,334208,289984,48600
35,648518346349539068,5639.0,e,65456,51136,967,pyramidal,1,261824,204544,38680
36,648518346349539593,7528.0,e,79536,58176,857,pyramidal,1,318144,232704,34280
37,648518346349537913,5651.0,e,71600,48640,1236,pyramidal,1,286400,194560,49440
38,648518346349538254,11086.0,e,115024,72448,974,pyramidal,0,460096,289792,38960
39,648518346349537827,5649.0,e,70608,51760,23,pyramidal,1,282432,207040,920
40,648518346349539437,4782.0,e,76832,47904,311,pyramidal,1,307328,191616,12440
41,648518346349538312,5121.0,e,76080,45936,2134,pyramidal,1,304320,183744,85360
42,648518346349539890,4778.0,e,75136,45888,105,pyramidal,1,300544,183552,4200
43,648518346349539819,7544.0,e,97456,60176,1014,pyramidal,1,389824,240704,40560
44,648518346349535007,11048.0,e,74688,72496,458,pyramidal,1,298752,289984,18320
45,648518346349526227,4824.0,e,116800,45920,791,pyramidal,0,467200,183680,31640
46,648518346349539093,9705.0,e,91344,66304,1223,pyramidal,1,365376,265216,48920
47,648518346349531327,4341.0,e,89888,41760,1979,pyramidal,1,359552,167040,79160
48,648518346349538391,11075.0,e,100688,70432,289,pyramidal,1,402752,281728,11560
49,648518346349539863,9703.0,e,89696,67552,966,pyramidal,1,358784,270208,38640
50,648518346349539844,7564.0,e,107968,60336,96,pyramidal,1,431872,241344,3840
51,648518346349539471,11851.0,e,108560,72496,1285,pyramidal,1,434240,289984,51400
52,648518346349538414,6096.0,e,81344,50240,2154,pyramidal,1,325376,200960,86160
53,648518346349539864,5134.0,e,89520,48128,1306,pyramidal,1,358080,192512,52240
54,648518346349530177,7685.0,e,43408,58304,2143,pyramidal,0,173632,233216,85720
55,648518346349522230,6537.0,e,52096,55232,1204,pyramidal,1,208384,220928,48160
56,648518346349534072,6588.0,e,109520,54048,482,pyramidal,1,438080,216192,19280
57,648518346349539506,7989.0,e,93344,59840,2157,pyramidal,1,373376,239360,86280
58,648518346349537981,4597.0,e,51232,47056,977,pyramidal,1,204928,188224,39080
59,648518346349539334,9706.0,e,92896,68368,408,pyramidal,1,371584,273472,16320
60,648518346349539594,3531.0,e,62080,43840,226,pyramidal,1,248320,175360,9040
61,648518346349532067,10202.0,e,114432,68400,2031,pyramidal,1,457728,273600,81240
62,648518346349539856,9122.0,e,89392,62304,1418,pyramidal,1,357568,249216,56720
63,648518346349525821,12924.0,e,99008,76512,1019,pyramidal,0,396032,306048,40760
64,648518346349529960,10121.0,e,46912,67040,2164,pyramidal,0,187648,268160,86560
65,648518346349536205,8601.0,e,58992,64336,908,pyramidal,1,235968,257344,36320
66,648518346349535264,8579.0,e,48992,62352,472,pyramidal,1,195968,249408,18880
67,648518346349535102,6958.0,e,118368,54080,1974,pyramidal,1,473472,216320,78960
68,648518346349523266,11082.0,e,111280,70704,1056,pyramidal,1,445120,282816,42240
69,648518346349517132,5136.0,e,92352,46992,2168,pyramidal,1,369408,187968,86720
70,648518346349529778,8704.0,e,39840,63872,1913,pyramidal,0,159360,255488,76520
71,648518346349538056,3546.0,e,77440,43776,265,pyramidal,1,309760,175104,10600
72,648518346349539851,9713.0,e,104960,66544,631,pyramidal,1,419840,266176,25240
73,648518346349494004,3550.0,e,80000,42304,24,pyramidal,1,320000,169216,960
74,648518346349538387,5086.0,e,60672,45936,1607,pyramidal,1,242688,183744,64280
75,648518346349539862,8627.0,e,94064,64048,52,pyramidal,1,376256,256192,2080
76,648518346349539347,9696.0,e,85536,68208,53,pyramidal,1,342144,272832,2120
77,648518346349505739,13952.0,e,97760,76592,2044,pyramidal,1,391040,306368,81760
78,648518346349535363,5327.0,e,50736,51312,956,pyramidal,1,202944,205248,38240
79,648518346349538365,7511.0,e,63120,58432,1134,pyramidal,1,252480,233728,45360
80,648518346349538416,11839.0,e,95792,72336,1710,pyramidal,1,383168,289344,68400
81,648518346349537897,6121.0,e,99408,51936,2010,pyramidal,1,397632,207744,80400
82,648518346349539836,8596.0,e,55024,62448,1215,pyramidal,1,220096,249792,48600
83,648518346349539834,7496.0,e,50736,57104,971,pyramidal,1,202944,228416,38840
84,648518346349539359,9141.0,e,100336,64256,1227,pyramidal,1,401344,257024,49080
85,648518346349539569,11832.0,e,87936,72352,2101,pyramidal,1,351744,289408,84040
86,648518346349525406,13921.0,e,75360,75040,2142,pyramidal,0,301440,300160,85680
87,648518346349537835,4763.0,e,56800,45680,957,pyramidal,1,227200,182720,38280
88,648518346349538270,7974.0,e,80720,59872,2141,pyramidal,1,322880,239488,85640
89,648518346349523306,11788.0,e,61760,72384,1867,pyramidal,1,247040,289536,74680
90,648518346349539785,11804.0,e,82688,70656,1480,pyramidal,1,330752,282624,59200
91,648518346349537492,11843.0,e,99168,71056,2150,pyramidal,1,396672,284224,86000
92,648518346349537946,9028.0,e,45168,62416,1388,pyramidal,1,180672,249664,55520
93,648518346349526534,13909.0,e,68800,76176,1213,pyramidal,0,275200,304704,48520
94,648518346349528587,6540.0,e,55200,51968,11,pyramidal,0,220800,207872,440
95,648518346349534794,4820.0,e,112304,45904,646,pyramidal,1,449216,183616,25840
96,648518346349537996,9659.0,e,52144,67632,1173,pyramidal,1,208576,270528,46920
97,648518346349523993,3541.0,e,70864,42368,24,pyramidal,1,283456,169472,960
98,648518346349539845,5145.0,e,103776,47792,1558,pyramidal,1,415104,191168,62320
99,648518346349535192,3543.0,e,73280,42096,1083,pyramidal,1,293120,168384,43320
100,648518346349529905,11745.0,e,41680,70784,2134,pyramidal,0,166720,283136,85360
101,648518346349537828,2256.0,e,78976,39392,2145,pyramidal,1,315904,157568,85800
102,648518346349537844,3854.0,e,117088,40528,998,pyramidal,1,468352,162112,39920
103,648518346349538711,6582.0,e,103696,54208,228,pyramidal,1,414784,216832,9120
104,648518346349537472,8581.0,e,49536,62672,39,pyramidal,0,198144,250688,1560
105,648518346349538395,10167.0,e,84512,66576,1441,pyramidal,1,338048,266304,57640
106,648518346349538098,6864.0,e,55488,56016,1519,pyramidal,1,221952,224064,60760
107,648518346349533267,5640.0,e,66480,50336,208,pyramidal,1,265920,201344,8320
108,648518346349539781,5125.0,e,80912,46112,2021,pyramidal,1,323648,184448,80840
109,648518346349525972,9066.0,e,73088,60336,2161,pyramidal,0,292352,241344,86440
110,648518346349539885,6593.0,e,115520,52848,1194,pyramidal,1,462080,211392,47760
111,648518346349537851,11042.0,e,62800,70672,523,pyramidal,1,251200,282688,20920
112,648518346349528588,5281.0,e,48992,51184,289,pyramidal,0,195968,204736,11560
113,648518346349536811,12784.0,e,64320,74736,686,pyramidal,1,257280,298944,27440
114,648518346349537641,6557.0,e,77376,55856,167,pyramidal,1,309504,223424,6680
115,648518346349537989,10143.0,e,68512,66528,1503,pyramidal,1,274048,266112,60120
116,648518346349539433,6857.0,e,49056,55936,1976,pyramidal,1,196224,223744,79040
117,648518346349540017,4808.0,e,100992,47328,1125,pyramidal,1,403968,189312,45000
118,648518346349538440,6558.0,e,81552,52528,1202,pyramidal,1,326208,210112,48080
119,648518346349538527,6551.0,e,71776,54752,1155,pyramidal,1,287104,219008,46200
120,648518346349493472,3181.0,e,107888,38544,2147,pyramidal,1,431552,154176,85880
121,648518346349539804,6934.0,e,108608,54368,1575,pyramidal,1,434432,217472,63000
122,648518346349534292,5116.0,e,72720,46192,1937,pyramidal,1,290880,184768,77480
123,648518346349529376,7090.0,e,44144,59440,1005,pyramidal,0,176576,237760,40200
124,648518346349537425,4318.0,e,72688,41568,2162,pyramidal,0,290752,166272,86480
125,648518346349531774,5130.0,e,87296,46304,2098,pyramidal,1,349184,185216,83920
126,648518346349536924,9137.0,e,97536,63936,2114,pyramidal,1,390144,255744,84560
127,648518346349539809,5711.0,e,103584,50192,272,pyramidal,1,414336,200768,10880
128,648518346349536391,7565.0,e,110512,58720,46,pyramidal,1,442048,234880,1840
129,648518346349539803,5660.0,e,75184,50272,93,pyramidal,1,300736,201088,3720
130,648518346349538378,5643.0,e,68208,51904,626,pyramidal,1,272832,207616,25040
131,648518346349537486,1914.0,e,69968,38016,1515,pyramidal,1,279872,152064,60600
132,648518346349536997,12962.0,e,108208,76416,779,pyramidal,1,432832,305664,31160
133,648518346349536988,3673.0,e,100960,43632,898,pyramidal,1,403840,174528,35920
134,648518346349539586,12883.0,e,77760,74848,830,pyramidal,1,311040,299392,33200
135,648518346349539390,9054.0,e,62496,63008,2143,pyramidal,1,249984,252032,85720
136,648518346349537244,7948.0,e,67056,57504,2161,pyramidal,0,268224,230016,86440
137,648518346349540051,8659.0,e,111376,61984,1179,pyramidal,1,445504,247936,47160
138,648518346349537657,7515.0,e,71328,58560,671,pyramidal,1,285312,234240,26840
139,648518346349534289,3540.0,e,67856,43616,469,pyramidal,1,271424,174464,18760
140,648518346349526132,10140.0,e,65952,64336,2159,pyramidal,0,263808,257344,86360
141,648518346349538157,3542.0,e,70880,43616,646,pyramidal,1,283520,174464,25840
142,648518346349539097,4794.0,e,84608,46304,289,pyramidal,1,338432,185216,11560
143,648518346349531362,2730.0,e,93024,37920,1926,pyramidal,1,372096,151680,77040
144,648518346349539887,7983.0,e,87552,58480,1418,pyramidal,1,350208,233920,56720
145,648518346349477155,11835.0,e,91648,70224,2159,pyramidal,0,366592,280896,86360
146,648518346349539825,5131.0,e,87728,46192,1372,pyramidal,1,350912,184768,54880
147,648518346349539896,7539.0,e,92960,56832,1178,pyramidal,1,371840,227328,47120
148,648518346349529438,11441.0,e,38448,71088,1169,pyramidal,0,153792,284352,46760
149,648518346349539768,5143.0,e,99600,46176,1777,pyramidal,1,398400,184704,71080
150,648518346349539070,7543.0,e,97424,59904,256,pyramidal,1,389696,239616,10240
151,648518346349538336,6877.0,e,70272,54384,1757,pyramidal,1,281088,217536,70280
152,648518346349537860,5629.0,e,59232,51072,1030,pyramidal,1,236928,204288,41200
153,648518346349531230,4624.0,e,52512,46192,735,pyramidal,1,210048,184768,29400
154,648518346349539892,7541.0,e,95296,58544,617,pyramidal,1,381184,234176,24680
155,648518346349523981,4762.0,e,55920,44192,20,pyramidal,1,223680,176768,800
156,648518346349525753,12908.0,e,93776,76176,904,pyramidal,0,375104,304704,36160
157,648518346349520120,5729.0,e,117632,50576,928,pyramidal,1,470528,202304,37120
158,648518346349538259,11799.0,e,82288,70912,2098,pyramidal,1,329152,283648,83920
159,648518346349538782,3798.0,e,109568,43056,45,pyramidal,1,438272,172224,1800
160,648518346349539961,7538.0,e,91792,58560,286,pyramidal,1,367168,234240,11440
161,648518346349538332,9681.0,e,77488,66176,1178,pyramidal,1,309952,264704,47120
162,648518346349533811,6560.0,e,82432,55696,153,pyramidal,1,329728,222784,6120
163,648518346349536788,9676.0,e,69680,67968,373,pyramidal,1,278720,271872,14920
164,648518346349535847,9145.0,e,107488,63920,1419,pyramidal,1,429952,255680,56760
165,648518346349538193,10181.0,e,100528,67952,1624,pyramidal,1,402112,271808,64960
166,648518346349539376,11836.0,e,92432,70960,1985,pyramidal,1,369728,283840,79400
167,648518346349527116,11083.0,e,111488,72000,219,pyramidal,0,445952,288000,8760
168,648518346349538188,5692.0,e,89264,50624,70,pyramidal,1,357056,202496,2800
169,648518346349539795,11055.0,e,80720,70960,188,pyramidal,1,322880,283840,7520
170,648518346349538421,4796.0,e,88816,46624,58,pyramidal,1,355264,186496,2320
171,648518346349537717,5092.0,e,68992,47472,1542,pyramidal,1,275968,189888,61680
172,648518346349525720,12909.0,e,95104,75744,49,pyramidal,0,380416,302976,1960
173,648518346349534614,5162.0,e,118416,46336,1663,pyramidal,1,473664,185344,66520
174,648518346349523667,4602.0,e,50912,44224,1062,pyramidal,1,203648,176896,42480
175,648518346349536366,8598.0,e,58032,62816,161,pyramidal,1,232128,251264,6440
176,648518346349539755,9049.0,e,59344,62672,1420,pyramidal,1,237376,250688,56800
177,648518346349493487,4351.0,e,100144,41104,2151,pyramidal,1,400576,164416,86040
178,648518346349537853,10150.0,e,74304,67920,2025,pyramidal,1,297216,271680,81000
179,648518346349530300,8757.0,e,41424,61424,2154,pyramidal,0,165696,245696,86160
180,648518346349532086,6862.0,e,53472,54544,1932,pyramidal,1,213888,218176,77280
181,648518346349539110,5080.0,e,52608,46352,1465,pyramidal,1,210432,185408,58600
182,648518346349538053,6559.0,e,82000,55568,545,pyramidal,1,328000,222272,21800
183,648518346349539554,9671.0,e,63488,68016,230,pyramidal,1,253952,272064,9200
184,648518346349539821,11051.0,e,79680,71984,538,pyramidal,1,318720,287936,21520
185,648518346349526971,12960.0,e,107184,72688,30,pyramidal,0,428736,290752,1200
186,648518346349534360,4336.0,e,82912,42288,2050,pyramidal,1,331648,169152,82000
187,648518346349538451,10969.0,e,46384,70352,1056,pyramidal,1,185536,281408,42240
188,648518346349528050,8585.0,e,52560,61600,31,pyramidal,0,210240,246400,1240
189,648518346349536312,5637.0,e,63136,51552,296,pyramidal,1,252544,206208,11840
190,648518346349536992,12906.0,e,89552,75632,1075,pyramidal,0,358208,302528,43000
191,648518346349539572,7951.0,e,73920,58736,1466,pyramidal,1,295680,234944,58640
192,648518346349535435,10132.0,e,54704,67920,1308,pyramidal,1,218816,271680,52320
193,648518346349539575,5684.0,e,85936,50544,397,pyramidal,1,343744,202176,15880
194,648518346349538317,1892.0,e,62800,38848,2119,pyramidal,1,251200,155392,84760
195,648518346349533482,5631.0,e,59968,51584,477,pyramidal,1,239872,206336,19080
196,648518346349530359,14807.0,e,115136,77440,44,pyramidal,0,460544,309760,1760
197,648518346349538278,7529.0,e,81584,56512,1150,pyramidal,1,326336,226048,46000
198,648518346349539901,6066.0,e,59744,50944,2125,pyramidal,1,238976,203776,85000
199,648518346349536534,11015.0,e,54272,71008,314,pyramidal,1,217088,284032,12560
200,648518346349539806,5626.0,e,55152,50448,404,pyramidal,1,220608,201792,16160
201,648518346349537145,4811.0,e,104912,45328,38,pyramidal,1,419648,181312,1520
202,648518346349538721,10113.0,e,43376,66912,1947,pyramidal,1,173504,267648,77880
203,648518346349538100,4313.0,e,67728,43232,1997,pyramidal,1,270912,172928,79880
204,648518346349538462,6411.0,e,48960,53216,1038,pyramidal,1,195840,212864,41520
205,648518346349533350,4810.0,e,104320,46432,596,pyramidal,1,417280,185728,23840
206,648518346349538291,4316.0,e,70704,43152,1683,pyramidal,1,282816,172608,67320
207,648518346349529575,9989.0,e,40240,67072,1510,pyramidal,0,160960,268288,60400
208,648518346349538478,6909.0,e,88704,54768,1372,pyramidal,1,354816,219072,54880
209,648518346349539071,4813.0,e,108512,45328,1138,pyramidal,1,434048,181312,45520
210,648518346349523975,5704.0,e,96176,50064,40,pyramidal,1,384704,200256,1600
211,648518346349538787,3567.0,e,90832,43184,580,pyramidal,1,363328,172736,23200
212,648518346349538410,5712.0,e,103968,50656,870,pyramidal,1,415872,202624,34800
213,648518346349527610,15602.0,e,118416,79440,2001,pyramidal,0,473664,317760,80040
214,648518346349538133,5093.0,e,68944,45472,2141,pyramidal,1,275776,181888,85640
215,648518346349538466,6097.0,e,83920,50688,1441,pyramidal,1,335680,202752,57640
216,648518346349539423,6131.0,e,105824,51248,1223,pyramidal,1,423296,204992,48920
217,648518346349531530,9149.0,e,113152,62976,1638,pyramidal,1,452608,251904,65520
218,648518346349537446,15604.0,e,119648,78384,1558,pyramidal,0,478592,313536,62320
219,648518346349537993,6099.0,e,85472,51376,1663,pyramidal,1,341888,205504,66520
220,648518346349539865,11061.0,e,87712,71792,406,pyramidal,1,350848,287168,16240
221,648518346349537514,4797.0,e,88656,46624,493,pyramidal,1,354624,186496,19720
222,648518346349539560,4775.0,e,73152,46528,546,pyramidal,1,292608,186112,21840
223,648518346349537385,4306.0,e,56848,42416,1279,pyramidal,1,227392,169664,51160
224,648518346349538426,8619.0,e,86160,62928,254,pyramidal,1,344640,251712,10160
225,648518346349538190,15236.0,e,80896,76864,1480,pyramidal,0,323584,307456,59200
226,648518346349539906,7508.0,e,59680,57216,1041,pyramidal,1,238720,228864,41640
227,648518346349537482,6154.0,e,117712,51392,1774,pyramidal,1,470848,205568,70960
228,648518346349539727,5081.0,e,54656,46576,1245,pyramidal,1,218624,186304,49800
229,648518346349539368,8616.0,e,81312,63584,201,pyramidal,1,325248,254336,8040
230,648518346349536966,8623.0,e,91936,63008,524,pyramidal,1,367744,252032,20960
231,648518346349493874,2993.0,e,100432,37344,2118,pyramidal,1,401728,149376,84720
232,648518346349538239,6871.0,e,63552,55440,2038,pyramidal,1,254208,221760,81520
233,648518346349494577,3118.0,e,106256,39024,1991,pyramidal,1,425024,156096,79640
234,648518346349539096,9120.0,e,86720,63616,1960,pyramidal,1,346880,254464,78400
235,648518346349539095,9077.0,e,77504,62992,1685,pyramidal,1,310016,251968,67400
236,648518346349539853,5705.0,e,96864,51376,820,pyramidal,1,387456,205504,32800
237,648518346349539832,5161.0,e,116816,47296,1264,pyramidal,1,467264,189184,50560
238,648518346349537687,4349.0,e,98752,42576,1540,pyramidal,1,395008,170304,61600
239,648518346349540053,8658.0,e,111440,63536,445,pyramidal,1,445760,254144,17800
240,648518346349531526,7506.0,e,55824,59200,874,pyramidal,1,223296,236800,34960
241,648518346349538015,3511.0,e,55232,40624,1127,pyramidal,1,220928,162496,45080
242,648518346349523030,11079.0,e,106144,71360,666,pyramidal,1,424576,285440,26640
243,648518346349539599,6580.0,e,98608,54976,900,pyramidal,1,394432,219904,36000
244,648518346349523254,9664.0,e,58112,67600,381,pyramidal,1,232448,270400,15240
245,648518346349537609,13963.0,e,110240,75424,1913,pyramidal,1,440960,301696,76520
246,648518346349539517,6082.0,e,68784,50880,1413,pyramidal,1,275136,203520,56520
247,648518346349537814,7981.0,e,83808,59376,1702,pyramidal,1,335232,237504,68080
248,648518346349539653,4805.0,e,97344,47200,734,pyramidal,1,389376,188800,29360
249,648518346349537883,5084.0,e,57952,46672,1541,pyramidal,1,231808,186688,61640
250,648518346349539828,5135.0,e,91312,47136,1793,pyramidal,1,365248,188544,71720
251,648518346349537516,7514.0,e,67504,56400,1061,pyramidal,1,270016,225600,42440
252,648518346349537331,6132.0,e,107680,50768,1905,pyramidal,1,430720,203072,76200
253,648518346349537160,4768.0,e,65024,46672,547,pyramidal,1,260096,186688,21880
254,648518346349537716,4795.0,e,86560,45440,1067,pyramidal,1,346240,181760,42680
255,648518346349536680,7559.0,e,106736,57792,1106,pyramidal,1,426944,231168,44240
256,648518346349537242,9056.0,e,64592,63152,1249,pyramidal,1,258368,252608,49960
257,648518346349537167,3539.0,e,67856,42912,190,pyramidal,1,271424,171648,7600
258,648518346349534057,8668.0,e,115872,63408,181,pyramidal,1,463488,253632,7240
259,648518346349536748,4029.0,e,51152,42784,1860,pyramidal,1,204608,171136,74400
260,648518346349528559,6535.0,e,52288,53104,50,pyramidal,0,209152,212416,2000
261,648518346349527315,13916.0,e,71184,75696,1315,pyramidal,0,284736,302784,52600
262,648518346349537515,11084.0,e,111888,71600,481,pyramidal,1,447552,286400,19240
263,648518346349532739,4802.0,e,96064,46960,261,pyramidal,1,384256,187840,10440
264,648518346349532180,11857.0,e,115376,71376,1380,pyramidal,1,461504,285504,55200
265,648518346349539789,5689.0,e,88288,50928,754,pyramidal,1,353152,203712,30160
266,648518346349537611,15071.0,e,73408,76560,1561,pyramidal,0,293632,306240,62440
267,648518346349537718,9129.0,e,91040,63408,1729,pyramidal,1,364160,253632,69160
268,648518346349539464,6923.0,e,101440,55024,1413,pyramidal,1,405760,220096,56520
269,648518346349539336,9047.0,e,54448,63312,2072,pyramidal,1,217792,253248,82880
270,648518346349527390,11004.0,e,50592,69744,54,pyramidal,0,202368,278976,2160
271,648518346349539513,12894.0,e,82816,75536,489,pyramidal,1,331264,302144,19560
272,648518346349536679,4769.0,e,67552,46832,155,pyramidal,1,270208,187328,6200
273,648518346349524141,6062.0,e,53584,51056,1670,pyramidal,1,214336,204224,66800
274,648518346349537271,5719.0,e,110672,48448,63,pyramidal,1,442688,193792,2520
275,648518346349535300,11076.0,e,104592,68880,58,pyramidal,1,418368,275520,2320
276,648518346349537513,10149.0,e,73280,67424,1584,pyramidal,1,293120,269696,63360
277,648518346349539590,12907.0,e,91440,72736,1089,pyramidal,1,365760,290944,43560
278,648518346349531263,5156.0,e,111968,44512,2107,pyramidal,1,447872,178048,84280
279,648518346349537798,3545.0,e,76800,41072,63,pyramidal,1,307200,164288,2520
280,648518346349536809,5650.0,e,72384,48224,76,pyramidal,1,289536,192896,3040
281,648518346349528349,6861.0,e,53312,53872,2116,pyramidal,0,213248,215488,84640
282,648518346349538296,9146.0,e,110176,60624,2112,pyramidal,1,440704,242496,84480
283,648518346349537275,12969.0,e,117392,74544,335,pyramidal,0,469568,298176,13400
284,648518346349539780,6088.0,e,76608,49440,2113,pyramidal,1,306432,197760,84520
285,648518346349532006,7566.0,e,110672,56240,77,pyramidal,1,442688,224960,3080
286,648518346349535473,11859.0,e,118528,68912,1374,pyramidal,1,474112,275648,54960
287,648518346349539430,8017.0,e,114928,57984,2111,pyramidal,1,459712,231936,84440
288,648518346349537808,10183.0,e,105072,64592,2106,pyramidal,1,420288,258368,84240
289,648518346349537075,13907.0,e,67136,73280,2105,pyramidal,1,268544,293120,84200
290,648518346349538298,4774.0,e,71520,45600,72,pyramidal,1,286080,182400,2880
291,648518346349525571,15421.0,e,86352,76672,1305,pyramidal,0,345408,306688,52200
292,648518346349537255,6125.0,e,100752,49456,2099,pyramidal,1,403008,197824,83960
293,648518346349537434,6875.0,e,68272,53216,2098,pyramidal,1,273088,212864,83920
294,648518346349537741,13941.0,e,85808,73568,2086,pyramidal,1,343232,294272,83440
295,648518346349539080,5137.0,e,93648,45536,2065,pyramidal,1,374592,182144,82600
296,648518346349537153,6565.0,e,90304,53552,101,pyramidal,1,361216,214208,4040
297,648518346349534079,9675.0,e,69200,64624,626,pyramidal,1,276800,258496,25040
298,648518346349538431,12882.0,e,77536,72736,211,pyramidal,1,310144,290944,8440
299,648518346349537297,8013.0,e,112016,58128,1511,pyramidal,1,448064,232512,60440
300,648518346349537243,13968.0,e,113024,74240,1442,pyramidal,1,452096,296960,57680
301,648518346349537487,7513.0,e,66880,56704,112,pyramidal,1,267520,226816,4480
302,648518346349531851,8617.0,e,82944,60768,178,pyramidal,1,331776,243072,7120
303,648518346349491311,4332.0,e,78512,39920,1973,pyramidal,1,314048,159680,78920
304,648518346349537984,4312.0,e,65136,41120,2077,pyramidal,1,260544,164480,83080
305,648518346349523868,12805.0,e,68800,74000,287,pyramidal,1,275200,296000,11480
306,648518346349531414,10169.0,e,85376,65392,1861,pyramidal,1,341504,261568,74440
307,648518346349538235,5672.0,e,79360,49648,822,pyramidal,1,317440,198592,32880
308,648518346349538070,5158.0,e,113552,45312,1707,pyramidal,1,454208,181248,68280
309,648518346349536354,12900.0,e,86496,74256,726,pyramidal,1,345984,297024,29040
